kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
COC=1C=CC(=CC1C(=O)N(C)C)C=2C=CC=3C(=NC(=NC3N2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C	CHEMBL2336322	3.89		None	pIC50	inactive	other	6325
C[C@H]1COCCN1C=2N=C(C=3C=CC(=NC3N2)C=4C=CC=C(C4)C(=O)NCCO)N5CCOC[C@@H]5C	CHEMBL2336326	3.89		None	pIC50	inactive	other	6326
COC=1C=CC(=CC1CO)C=2C=CC=3C(=NC(=NC3N2)N4C=CN=C4)N5CCOC[C@@H]5C	CHEMBL2336318	3.89		None	pIC50	inactive	other	6327
N[C@H](C(=O)N1CC[C@H](C1)F)[C@H]2CC[C@@H](CC2)NS(=O)(=O)C=3C=CC(=CC3F)F	CHEMBL283309	4.28		None	pKi	inactive	other	6328
CC=1C=CC(=NC1)NC(=O)[C@H](COC(C)C)OC=2N=CN=C3C2C=NN3C=4N=CC=CC4Cl	CHEMBL3221489	3.4		None	pIC50	inactive	other	6329
CCCCNCC	CHEMBL1598939	4.5		None	potency	inactive	other	6330
N#C[C@H](CC=1C=CC(=CC1)C=2C=CC=3OC(=O)N(C3C2)CC(F)F)NC(=O)[C@@H]4CNCCCO4	CHEMBL3891374	3.88		None	pIC50	inactive	other	6331
COC=1C(=CC(=C(C1[N+](=O)[O-])C)[N+](=O)[O-])C(C)(C)C	CHEMBL1373568	4.5		None	potency	inactive	other	6332
CC(C)NCC(O)COC=1C=CC=C2C1C=CC=C2	CHEMBL1671	4.5	propranolol	None	potency	inactive	other	6333
ClC=1C=CC(=CC1)C(C=2C=CC=CC2Cl)C(Cl)Cl	CHEMBL1670	4.5	mitotane	None	potency	inactive	other	6334
OC(C=1C=CC(=CC1)Cl)(C=2C=CC(=CC2)Cl)C(Cl)(Cl)Cl	CHEMBL228511	4.4		None	potency	inactive	other	6335
CC=1C=CC=2C=CC=CC2C1C	CHEMBL382541	4.1		None	potency	inactive	other	6336
COC(=O)C=1C=C2C(=CN1)NC3=C2C=CC=C3	CHEMBL453066	4.5		None	potency	inactive	other	6337
CC1=NN(C(=C1C=2C=CC(=CC2)F)C)C=3C=CC(=CC3)CN	CHEMBL4518161	3.92		None	pIC50	inactive	other	6338
N#CC=1C=CC(=CC1F)O[C@H]2CN(C[C@@]2(O)CN)S(=O)(=O)C=3C=CC(=CC3Cl)Cl	CHEMBL4517101	5.52		None	pIC50	intermediate	other	6339
CC1=NN(C(=C1C=2C=CC(=CC2)F)C)C=3N=CN=C4C3CNC4	CHEMBL4442568	3.92		None	pIC50	inactive	other	6340
O=C(NC[C@@H](O)CN1CCC(CC1)OC=2C=CC(=C(C2)Cl)Cl)C3=NNC(=O)C4=C3C=CC=C4	CHEMBL2208431	6.4		HEK293	pIC50	active	other	6341
CC(C)N1N=C(C2=C1C=CC=C2)C(=O)NCC3CCN(CC3)CCN4CCOCC4	CHEMBL3215681	4.49		None	pIC50	inactive	other	6342
CN(C)CCOC(C=1C=CC=CC1)C=2C=CC=CC2	CHEMBL657	4.57	diphenhydramine	None	potency	inactive	other	6343
C/C=C\1/N(C(CC1(C=2C=CC=CC2)C=3C=CC=CC3)C)C	CHEMBL196431	4.3		None	pIC50	inactive	other	6344
C[C@@H](C=1C=CC(=CC1)C=2C=CC(=O)N(C2)C)[C@H](N)C(=O)N3CC[C@@H](C3)F	CHEMBL206383	3.4		None	pIC50	inactive	other	6345
C[C@@H](C=1C=CC(=CC1)C=2C=CC(=O)N(C2F)C)[C@H](N)C(=O)N3CC[C@@H](C3)F	CHEMBL205872	3.4		None	pIC50	inactive	other	6346
O=C(O)CC1CCC(CC1)C=2C=CC(=CC2)C3=NC=4C=C(C=CC4N3)NC(=O)C=5N=C(OC5C(F)(F)F)C=6C=CC=CC6	CHEMBL2409564	3.4		None	pIC50	inactive	other	6347
O=C(NC[C@@H](O)CN1CCC(CC1)OC=2C=CC(=C(C2)Cl)Cl)C3=CNC4=C3C=CC=C4	CHEMBL2208430	5.7		HEK293	pIC50	intermediate	other	6348
C=CC(=O)N[C@@H]1CN(C[C@H]1F)C=2N=C(C=3N=CN(C3N2)C)NC4=CN(N=C4OC)C	CHEMBL3989970	3.4		None	pIC50	inactive	other	6349
NC(=O)C=1C=NC=2C=CC(=CC2C1NC3CCOCC3)C=4C=CC=NC4	CHEMBL4174323	5.68		None	pIC50	intermediate	other	6350
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)CCCN5CCN(CC5)C=6C=CC(=C(C6)OC=7C=NC=8NC=CC8C7)C(=O)NS(=O)(=O)C=9C=CC(=C(C9)[N+](=O)[O-])NCC1CCOCC1)C	CHEMBL4295247	3.8		None	pIC50	inactive	other	6351
NC(=O)C=1C=NC=2C=CC(=CC2C1NCC3CCCCC3)C=4C=CC=NC4	CHEMBL4550293	6.08		None	pIC50	active	other	6352
COC=1C=CC=2N=CC=C(C2C1)[C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)C=5C(=CC=CC5F)F	CHEMBL2382343	4.32		None	pIC50	inactive	other	6353
NC(=O)C=1C=NC=2C=CC(=CC2C1NCC3CCOCC3)C=4C=CC=NC4	CHEMBL4531643	5.64		None	pIC50	intermediate	other	6354
CCC(CC)CNC=1C(=CN=C2C1C=C(C=C2)C=3C=CN=CC3)C(=O)N	CHEMBL4569880	6.21		None	pIC50	active	other	6355
CC=1C=CN=C(C1)NC(=O)C2=CC=C(O2)C=3C=CC(=CC3)Cl	CHEMBL250048	3.92		CHO	pIC50	inactive	other	6356
CCC(CC)CNC=1C(=CN=C2C1C=C(C=C2)C=3C=CN=NC3)C(=O)N	CHEMBL4535526	5.8		None	pIC50	intermediate	other	6357
CCC(CC)CNC=1C(=CN=C2C1C=C(C=C2)C=3C=CC(=CC3)CS(=O)(=O)C)C(=O)N	CHEMBL4519670	5.68		None	pIC50	intermediate	other	6358
COC=1C=C2C(=CC(=NC2=CC1OCCCN3CCCC3)C4=CC=C(O4)C)NC5CC6(C5)CCN(CC6)C	CHEMBL4206035	3.4		None	pIC50	inactive	other	6359
COC=1C=C2C(=CC(=NC2=CC1OCCCN3CCCC3)C4=CC=C(O4)C)NC5CCN(CC5)C	CHEMBL4170114	3.4		None	pIC50	inactive	other	6360
COC=1C=C2C(=CC(=NC2=CC1OCCCN3CCCC3)C4=CC=C(O4)C)NC5CCN(C(=O)C5)C	CHEMBL4217332	3.4		None	pIC50	inactive	other	6361
COC=1C(=C(C=C2C1N(C=C(C2=O)C(=O)O)C3CC3)F)N4CCNC(C4)C	CHEMBL31	3.89	gatifloxacin	None	pIC50	inactive	other	6362
COC=1C=C(C=C(N1)OC(F)F)[C@](O)(CCN(C)C)[C@@H](C=2C=C3C=C(C=CC3=NC2OC)C#N)C=4C=CC=C(C4F)C	CHEMBL4639550	3.92		None	pIC50	inactive	other	6363
NCC=1C=CC(=C(C1)C2CCN(CC2)C(=O)C=3C=C(C=C(C3)C4=NC(=NO4)C5=CC=CS5)C(=O)O)F	CHEMBL188068	4.11		None	pIC50	inactive	other	6364
CS(=O)(=O)N1CCN(CC1)CC=2C=C3C(=NC(=CN3N2)C=4C=NC(=NC4)N)N5CCOCC5	CHEMBL4212439	3.92		None	pIC50	inactive	other	6365
COCC[C@H](OC=1N=CN=C2C1C=NN2C=3C=CC=CC3C(F)(F)F)C(=O)NC=4C=CC(=CN4)C	CHEMBL2206791	4.59		None	pIC50	inactive	other	6366
CC=1C(=CC=C2C1COC2=O)[C@@H]3CN4CCN(C[C@@H]4CO3)C(=O)CC=5C=CC(=NC5)N6C=NN=N6	CHEMBL3922156	4.13		None	pIC50	inactive	other	6367
CCC=1C=C(C(=CC1C=2C=C(C=3C=NNC3C2)NS(=O)(=O)N(C)C)F)O	CHEMBL4534573	3.4		None	pIC50	inactive	other	6368
CC1=C(C=CC=2C1=NON2)[C@H]3CN4CCN(C[C@H]4CO3)C(=O)CC=5C=CC(=NC5)N6C=NN=N6	CHEMBL3891108	5		None	pIC50	intermediate	other	6369
CC=1C(=CC=C(C1C#N)F)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)CC=4C=CC(=CN4)N5C=NN=N5	CHEMBL3892013	4.7		None	pIC50	intermediate	other	6370
CS(=O)(=O)N1CCN(CC1)CC=2C=C3C(=NC(=C(N3N2)Cl)C=4C=NC(=NC4)N)N5CCOCC5	CHEMBL4212973	3.92		None	pIC50	inactive	other	6371
CC=1C(=CC=C(C1C#N)F)[C@H]2CN3CCN(C[C@H]3CO2)C(=O)CC=4C=NC(=NC4)N5C=NN=N5	CHEMBL3920038	4.6		None	pIC50	inactive	other	6372
CN1C=NC(=C1)C=2C=CC(=C(C2)C(=O)N)OC3CCN(CC3)C(=O)CC=4C=CC(=C(C4)F)OC5CC5	CHEMBL4208942	3.8		None	pIC50	inactive	other	6373
N[C@H](C(=O)N1CC[C@H](C1)F)[C@H]2CC[C@@H](CC2)NC(=O)OCC=3C=CC=CC3	CHEMBL277693	4.37		None	pKi	inactive	other	6374
CNC(=O)C=1C=C(C=C2C1O[C@@H]([C@H]2C=3C=CC=CC3)CF)C(=O)N[C@H]4[C@@H]5[C@H]4COC5	CHEMBL4637298	3.7		None	pIC50	inactive	other	6375
CCCCCOC(=O)N1CCN(CC1)C(=O)[C@H](CCC(=O)O)NC(=O)C=2C=C(C=C(N2)C=3C=CC=CC3)N4CCC(CC4)C(=O)N5CCCC5	CHEMBL601907	3.45		None	pIC50	inactive	other	6376
NC(=O)C=1C=C(C=C(C1)O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4)F	CHEMBL1224139	6.17		None	pIC50	active	other	6377
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OCCN5CCN(CC5)C=6C=CC(=C(C6)OC=7C=NC=8NC=CC8C7)C(=O)NS(=O)(=O)C=9C=CC(=C(C9)[N+](=O)[O-])NCC1CCOCC1)C	CHEMBL4288614	3.8		None	pIC50	inactive	other	6378
CC=1C=C(C=CC1O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4)C(=O)N	CHEMBL1224215	6		None	pIC50	active	other	6379
CCOC(=O)N1CC/C(=C\C#CC=2C=CC=C(N2)C)/C1	CHEMBL4551786	3.92		None	pIC50	inactive	other	6380
OC=1C=CC=C(C1)O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4	CHEMBL1224288	5.8		None	pIC50	intermediate	other	6381
CN1CCN(CC1)CCCOC=2C=CC=C(C2)CC(=O)NC3=NC(=CS3)C4=CNC5=C4C=CC=N5	CHEMBL4248525	3.92		None	pIC50	inactive	other	6382
CN1C=C(C=N1)C=2C=CC3=C(C2)CC[C@]34NC(=O)N(C4=O)CC(=O)N5CC=6C=C(C=CC6OC[C@H]5C(F)(F)F)F	CHEMBL4587968	3.8		None	pIC50	inactive	other	6383
CNC(=O)C=1C=C2C(=CN(C2=CN1)C)C3=NC=4C(=CC=NC4N3)N5C=C(C=N5)CN(C)C	CHEMBL4752127	3.8		None	pIC50	inactive	other	6384
CCOC=1C=CC=2C=C(C=NC2C1)C3=NN(C(=C3C(=O)N)N)C(C)(C)CO	CHEMBL4762379	3.92		None	pIC50	inactive	other	6385
CCN(CC)C(=O)[C@@H]1C=C2C=3C=CC=C4C3C(=CN4)C[C@H]2N(C1)C(=O)NC=5C=CC=CC5	CHEMBL584554	3.92		None	pIC50	inactive	other	6386
CCN1C(=NC2=C1N=CN=C2C=3C=NC4=C(C3)[C@](C(=O)N4)(C)NCC(C)(C)F)C=5C=NC(=NC5)C	CHEMBL4750385	3.92		None	pIC50	inactive	other	6387
NS(=O)(=O)C=1N=CC=CC1C=2N=C(C=3C(=CC=CC3N2)C=4C=CC=CC4)NCC=5C=CC=CN5	CHEMBL4102183	4.44		HEK293	pIC50	inactive	other	6388
O=C([C@@H]1CCCCN1)N2CCN(CC2)C=3N=C(C=4C=CC=NC4N3)NCC=5C=CC(=CC5Cl)Cl	CHEMBL233046	3.92		None	pIC50	inactive	other	6389
CC=1C=CC=C(C1)NC(=O)C2=CC=C(O2)C=3C=CC(=CC3)Cl	CHEMBL429663	4.57		CHO	pIC50	inactive	other	6390
CCNC=1C=C(C=C(N1)COCC2(CCN(CC2)C)C=3C=CC(=CC3)F)C(F)(F)F	CHEMBL2333619	4.1		None	pIC50	inactive	other	6391
CN1N=CC=C1[C@H]2CCCC[C@@H]2OC=3C=C(C(=CC3F)S(=O)(=O)NC4=CSC=N4)F	CHEMBL4635030	4.03		None	pIC50	inactive	other	6392
O=C(NCCO)C=1C=CC=CC1OC=2N=CC(=CC2NS(=O)(=O)C=3C=CC(=C(C3)Cl)Cl)Cl	CHEMBL1169660	3.6		None	pIC50	inactive	other	6393
CC(=O)N1CCC(CC1)N2N=C(C(=C2C)NC=3N=CC(=C(N3)C4=CN=C5N4C=CC=C5)Cl)C	CHEMBL3823929	4.57		CHO-K1	pIC50	inactive	other	6394
CC=1N=CC=CC1OC=2N=CC(=CC2NS(=O)(=O)C=3C=CC(=C(C3)Cl)Cl)Cl	CHEMBL1170725	3.9		None	pIC50	inactive	other	6395
CCC(CC)N[C@@H]1C[C@H]2CCC[C@]2(C1)C(=O)N3CCC=4N=CC(=CC4C3)C(F)(F)F	CHEMBL2314055	3.7		None	pIC50	inactive	other	6396
CO[C@H]1COCC[C@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCC=5N=CC(=CC5C4)C(F)(F)F	CHEMBL2313765	3.7		None	pIC50	inactive	other	6397
CC1=NN(C(=C1NC=2N=CC(=C(N2)C=3C=NN4C3C=CC=C4)Cl)C)C5CCNCC5	CHEMBL3824296	4.62		CHO-K1	pIC50	intermediate	other	6398
CC1=CC(=C(S1)C)C2C=CN=CN2	CHEMBL3823354	4		None	pIC50	inactive	other	6399
CCOC1=NN(C=C1NC=2N=CC(=C(N2)C=3C=NN4C3C=CC=C4)Cl)C5CCN(CC5)C(=O)C	CHEMBL3822943	5.19		CHO-K1	pIC50	intermediate	other	6400
CCC=1C=C2C(=CC1N3CCC(CC3)N4CCOCC4)C(C=5NC=6C=C(C=CC6C5C2=O)C#N)(C)C	CHEMBL1738797	3.92		None	pIC50	inactive	other	6401
CCC=1C=C2C(=CC1N3CCN(CC3)CC4(CCOCC4)O)C(C=5NC=6C=C(C=CC6C5C2=O)C#N)(C)C	CHEMBL3958173	3.92		None	pIC50	inactive	other	6402
C[C@@H]1CN(CCN1C(=O)C(=O)C2=CNC3=C2C=CN=C3)C(=O)C=4C=CC=CC4	CHEMBL583867	3.5		None	pIC50	inactive	other	6403
COC=1C=C(C=CC1C=2C=NC=C(C2)CNC(=O)C=3C=CC=CC3)F	CHEMBL1779014	4.73		CHO-K1	pIC50	intermediate	other	6404
NC1=NC=CN2C1=C(N=C2[C@@H]3CCC[C@@H](C3)C(=O)O)C=4C=CC(=CC4)C(=O)NC=5C=C(C=CN5)C(F)(F)F	CHEMBL4087679	3.62		None	pIC50	inactive	other	6405
C[C@@]1(CCC[C@@](C1)(C)C2=NC(=C3N2C=CN=C3N)C=4C=CC(=CC4)C(=O)NC=5C=C(C=CN5)C(F)(F)F)C(=O)O	CHEMBL4074833	3.62		None	pIC50	inactive	other	6406
CN(C)CCOC=1C=CC(=CC1)/C(=C(/CCCO)\C=2C=CC=CC2)/C=3C=CC(=CC3)O	CHEMBL3932162	3.92		None	pIC50	inactive	other	6407
CC1=CC2=NC=CN2C=C1NC=3N=CC4=C(N3)N(C(=O)N4C)C5CCOCC5	CHEMBL4474647	5.09		CHO	pIC50	intermediate	other	6408
NC(=O)C=1C=NC=2C(=CC(=CC2C1NC3CCOCC3)C=4C=CC=NC4)Cl	CHEMBL4536989	5.96		None	pIC50	intermediate	other	6409
O=C(CCCS(=O)(=O)C=1C=CC=CC1)NC2=NC(=O)NC=C2F	CHEMBL4445189	4.39		None	pIC50	inactive	other	6410
C[C@H](NC=1C(=CN=C2C1C=C(C=C2)C=3C=CC=NC3)C(=O)N)C=4C=CN(N4)C	CHEMBL4591401	4.96		None	pIC50	intermediate	other	6411
COCC=1C=CC(=CN1)C=2C=C3C(=C(C=NC3=CC2F)C(=O)N)N[C@@H](C)C4CCOCC4	CHEMBL4533539	5.05		None	pIC50	intermediate	other	6412
CN1C(=O)OC2=C1C=C(C=C2)C=3C=CC(=CC3)C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4	CHEMBL3900409	3.88		None	pIC50	inactive	other	6413
CC=1C=C(C=C2C1OC(=O)N2C)C=3C=CC(=CC3)C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4	CHEMBL3960432	3.88		None	pIC50	inactive	other	6414
CCC(CC)CNC=1C(=CN=C2C1C=C(C=C2)C=3C=CC=NC3)C(=O)N	CHEMBL4543897	6.17		None	pIC50	active	other	6415
O=C(C=1C=CC(=CC1)OC=2C=CC(=CC2)S(=O)(=O)C3(CCC4(C3)CCNCC4)C(=O)NO)N5CCCC5	CHEMBL3417752	3.4		None	pIC50	inactive	other	6416
NC(=O)C=1C=NC=2C(=CC(=CC2C1NC3CCOCC3)C=4C=CC=NC4)F	CHEMBL4584911	5		None	pIC50	intermediate	other	6417
CC(C)C1=NN=C(O1)N2CCN([C@@H](C2)C)C=3N=CC(=CN3)OCC=4C=CN=CC4C#N	CHEMBL3217767	3.95		None	pIC50	inactive	other	6418
CCCSC1=NC(=O)C=C(N1C=2C=CC=CC2OC)O	CHEMBL4636169	3.5		None	pIC50	inactive	other	6419
CCCCC1=NC(=O)C=C(N1C=2C(=CC=CC2OC)C)O	CHEMBL4632688	3.5		None	pIC50	inactive	other	6420
NC(=O)C=1C=NC=2C=C(C(=CC2C1NC3CCOCC3)C=4C=CC=NC4)Cl	CHEMBL4543236	5.92		None	pIC50	intermediate	other	6421
COC(=O)N(C)C=1C(=NC(=NC1N)N2N=C(C3=C2C=CC(=C3)C)CC=4C=CC=CC4F)N	CHEMBL4785740	3.92		None	pIC50	inactive	other	6422
COCC(=O)N1CCC(CC1)N2N=C(C(=C2C)NC=3N=CC(=C(N3)C=4C=NN5C4C=CC=C5)Cl)C	CHEMBL3822651	4.77		CHO-K1	pIC50	intermediate	other	6423
O=C(NC1CC1)C=2C=CC(=CC2F)OCCC3CC3C4CCN(CC4)C=5N=CC(=CN5)Cl	CHEMBL1771098	3.92		None	pIC50	inactive	other	6424
O=C(NC1CC1)C=2C=CC(=CC2F)OCC3CC3CC4CCN(CC4)C=5N=CC(=CN5)Cl	CHEMBL1771099	3.92		None	pIC50	inactive	other	6425
NS(=O)(=O)NCCNC1=NON=C1/C(=N/O)/NC=2C=CC(=C(C2)Br)F	CHEMBL3545369	3.8		None	pIC50	inactive	other	6426
O=S1(=O)NCCN1CCNC2=NON=C2/C(=N/O)/NC=3C=CC(=C(C3)Br)F	CHEMBL4589417	3.8		None	pIC50	inactive	other	6427
O=C1OCCN1CCNC2=NON=C2/C(=N/O)/NC=3C=CC(=C(C3)Br)F	CHEMBL4443777	4.51		None	pIC50	inactive	other	6428
O=C(O)C[C@H]1CC[C@@H](CC1)OC2CCN(CC2)C=3C=CC(=CN3)C4=NC=5C=CC=CC5N4	CHEMBL4469452	4.59		None	pKi	inactive	other	6429
CCN(CC)S(=O)(=O)NC=1C=CC=2C=CC=3N=CC(=CC3C(=O)C2C1)C=4C=NN(C4)C	CHEMBL1802908	3.92		None	pIC50	inactive	other	6430
CCC1=C(C=NN1C2CCN(CC2)C(=O)C)NC=3N=CC(=C(N3)C=4C=NN5C4C=CC=C5)Cl	CHEMBL3822962	4.77		CHO-K1	pIC50	intermediate	other	6431
CC1=NC=2C(=CC(=CC2N1C=3C=CN=C4C3C(=CC=C4F)F)C=5C=CN=C(C5F)N)C6=NN=CN6	CHEMBL4470860	4		None	pIC50	inactive	other	6432
C[C@@H](C(=O)N)[C@H](N)C1=CN2C=C(C=CC2=N1)C(C)(C)C	CHEMBL4452291	3.54		None	pIC50	inactive	other	6433
C[C@H](NC=1N=C(N=C(C1Cl)N)N)C2=NC=3C(=CC(=CC3C(=O)N2C=4C=CNN4)F)Cl	CHEMBL4082978	4		None	pIC50	inactive	other	6434
CC=1C=C(C=CC1Cl)C2CC=CCNC2	CHEMBL2326685	4.59		CHO-K1	pIC50	inactive	other	6435
O=C(C=1C=C(C=2OC(=CC(=O)C2C1)N3CCOCC3)[C@H]4CCCN4C=5C=C(C=C(C5)F)F)N6CCOCC6	CHEMBL4060768	4.35		None	pIC50	inactive	other	6436
CC=1C=C(C=CC1Cl)C2CC=CCN(C2)C	CHEMBL2326684	4.59		CHO-K1	pIC50	inactive	other	6437
ClC=1C=CC(=CC1Cl)[C@@H]2CC=CCNC2	CHEMBL2322000	4.86		CHO-K1	pIC50	intermediate	other	6438
CN1C=CC(=N1)CN2CCC=3C=C4N=C(SC4=CC3CC2)N	CHEMBL2326473	3.88		None	pIC50	inactive	other	6439
ClC=1C=CC(=CC1Cl)C2CC=CCNC2	CHEMBL2321998	4.96		CHO-K1	pIC50	intermediate	other	6440
NC1=NC=2C=C3C(=CC2S1)CCN(CC3)CC=4C=CN=CC4	CHEMBL2326485	3.88		None	pIC50	inactive	other	6441
CN1CC=CCC(C1)C=2C=CC(=C(C2)Cl)Cl	CHEMBL2321995	5.12		CHO-K1	pIC50	intermediate	other	6442
CC=1C(=CC=C2C1COC2=O)CCN3CCN(CC3)C(=O)CC=4C=CC(=CC4)N5C=NN=N5	CHEMBL2441417	4.89		None	pIC50	intermediate	other	6443
COC=1C=NC(=CN1)C=2C=CC=CC2CCNC(=O)C=3C=CC(=NC3)OCCC(F)(F)F	CHEMBL2147211	4.7		None	pIC50	intermediate	other	6444
CC=1N=CC(=CN1)C=2C=CC=CC2CCNC(=O)C=3C=CC(=NC3)OCCC(F)(F)F	CHEMBL2147214	4.9		None	pIC50	intermediate	other	6445
CC=1N=CC(=CN1)C=2C=CC=CC2CCNC(=O)C=3C=CC(=NC3)OCCOCC(F)(F)F	CHEMBL2147217	4.5		None	pIC50	inactive	other	6446
COC=1C=NC(=CN1)C=2C(=CC=C(C2CCNC(=O)C=3C=CC(=NC3)COCC(F)(F)F)F)C	CHEMBL2147307	4.7		None	pIC50	intermediate	other	6447
CC(C)CCNC1=CC(=O)C=2C=CC=CC2C1=O	CHEMBL4642567	3.92		None	pIC50	inactive	other	6448
CNC(=O)C=1C=CC(=CC1F)C=2C=C(C3=NC=C(N3C2)CC=4C=CC=5N=CC=CC5C4)F	CHEMBL3582294	4.03		None	pIC50	inactive	other	6449
O=C1C=NC=2C=CC(=C3C2N1C[C@H]3CN4CCC(CC4)NCC=5C=C6C(=NN5)OCCO6)F	CHEMBL3794265	4.38		None	pIC50	inactive	other	6450
N#CC=1C=NC(=CN1)N2CCC(CC2)NC=3C(=CN=C4C3C=CN4)C(=O)N	CHEMBL3593775	3.4		CHO-K1	pIC50	inactive	other	6451
CC1=NC(=NO1)CN2CCN(CC2)C=3C(=CN=C4C3N=C(N4)C5=CN(N=C5C)C)Cl	CHEMBL2207501	5.02		None	pIC50	intermediate	other	6452
COC=1C=CC(=CC1)N2C(=O)[C@H]([C@H]2C(=O)O)CC=3C=CC(=CC3)OCCC=4N=C(OC4C)C=5C=CC=CC5	CHEMBL411118	4.27		None	pIC50	inactive	other	6453
CC(=O)N1CCN(CC1)CC2=CN=C(S2)NC(=O)/C(=N/N3CCCC3)/C=4C=CC(=CC4)S(=O)(=O)C5CC5	CHEMBL4644080	3.4		None	pIC50	inactive	other	6454
O=C(O)C[C@H]1CC[C@H](CC1)OC=2C=CC(=CN2)C=3C=CC(=CN3)C4=NC=5C=CC=CC5N4	CHEMBL4443023	4.57		None	pKi	inactive	other	6455
CNC(=O)C=1C=NC(=CC1NC=2C=CC=CC2S(=O)(=O)C)NC=3C=CC(=CN3)N4CCOCC4	CHEMBL4472802	4.4		None	pIC50	inactive	other	6456
C[C@@H]1OCC2([C@@H]1N)CCN(CC2)C3=NC(=C(C(=O)N3C)SC=4C=CC=NC4C(F)(F)F)N	CHEMBL4476848	3.92		None	pIC50	inactive	other	6457
CNC(=O)C=1C=NC(=CC1NC=2C=CC=CC2S(=O)(=O)C)NC=3C=CC(=CN3)F	CHEMBL4526283	4.6		None	pIC50	inactive	other	6458
O=C(CCCS(=O)(=O)C=1C=CC=CC1)NC2CCOC2=O	CHEMBL4586478	3.96		None	pIC50	inactive	other	6459
COC=1C=CC(=CC1C(C)O)C=2C=CC=3C(=NC(=NC3N2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C	CHEMBL2336319	3.89		None	pIC50	inactive	other	6460
CC=1C(=CC=C2C1COC2=O)C(O)CN3CCN(CC3)CC(O)C=4C=CC5=C(C4C)COC5=O	CHEMBL4559965	4.55		None	pIC50	inactive	other	6461
OC(C=1C=CC=CC1)(C=2C=CC=CC2)C(C=3C=CC=CC3)N4CCOCC4	CHEMBL1091863	3.59		None	pIC50	inactive	other	6462
CC(C)(O)C(C=1C=CC=CC1)N2CCOCC2	CHEMBL1090792	3.62		None	pIC50	inactive	other	6463
CC(C)C(N1CCOCC1)C(O)(C=2C=CC=NC2)C=3C=CC=NC3	CHEMBL1091879	4.12		None	pIC50	inactive	other	6464
CCCCCCC(N1CCOCC1)C(O)(C=2C=CC=NC2)C=3C=CC=NC3	CHEMBL1088804	4.56		None	pIC50	inactive	other	6465
CC1=CN(C(=O)NC1=O)[C@H]2CCCN(C2)S(=O)(=O)C=3C=CC(=C(C3)OC=4C=CC=C(C4)Cl)O	CHEMBL2331747	4.57		None	pIC50	inactive	other	6466
CCN(CC)CCNC(=O)C=1C=CC(=CC1)N	CHEMBL640	3.86	procainamide	None	pIC50	inactive	other	6467
COC1=NN(C=C1C(=O)NC=2C=CC=C(N2)C3=NN=CN3C(C)C)C	CHEMBL4643577	4.52		None	pIC50	inactive	other	6468
NC(=O)C=1C=CC=C(N1)O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4	CHEMBL1224069	6		None	pIC50	active	other	6469
NC1=NC=2C=C3C(=CC2S1)CCN(CC3)C(=O)C=4C=CC=CC4	CHEMBL2326475	3.88		None	pIC50	inactive	other	6470
CC=1C(=CC=CC1C(=O)N)O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC=4C=CC=CC4	CHEMBL1224142	5.96		None	pIC50	intermediate	other	6471
CN(C)C(=O)CN1CCC=2C=C3N=C(SC3=CC2CC1)N	CHEMBL2326492	3.88		None	pIC50	inactive	other	6472
NC1=NC=2C=C3C(=CC2S1)CCN(CC3)CC(F)(F)F	CHEMBL2326491	3.88		None	pIC50	inactive	other	6473
NC1=NC=2C=C3C(=CC2S1)CCNCC3	CHEMBL2326487	3.88		None	pIC50	inactive	other	6474
FC(F)(F)C=1C=C(C=C(N1)COCC2(CCNCC2)C=3C=CC=CC3)Cl	CHEMBL2333648	4.6		None	pIC50	inactive	other	6475
CC1=NOC=C1C(=O)NC=2C=CC(=C(N2)N)C=3C=CC=CC3OC(F)(F)F	CHEMBL2324355	3.92		None	pIC50	inactive	other	6476
O=C(NC=1C=C(C(=CC1OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl)O)Cl)NC5CC5	CHEMBL3099943	6		HEK293	pIC50	active	other	6477
NC(=O)NC=1C=CC=CC1OC[C@@H](O)CN2CCC3(CC2)CC=4C=C(C=CC4O3)Cl	CHEMBL3099949	6.4		HEK293	pIC50	active	other	6478
