kekuleSmiles	Molecule ChEMBL ID	pAct(norm)	DrugName	Assay Cell Type	Obs	ActivityFilter	Type	nre
O=C1COC=2C=CC(=NC2N1)CNC3CCN(CC3)CCN4C(=O)C=CC5=C4C=C(C=N5)O[C@@H]6CCOC6	CHEMBL3608751	3.4		None	pIC50	inactive	patch	3634
O=S(=O)(C=1C=CC=C(C1)F)C=2C=CC=3C4=C(OC3C2)CNCC4	CHEMBL1935590	6		None	pIC50	active	patch	3635
COC=1C=CC=CC1CNCC=2C=CC=C(C2)CCNC[C@H](O)C=3C=CC(=C4C3SC(=O)N4)O	CHEMBL1945039	5		None	pKi	intermediate	patch	3636
O=C1C=CC=2N=CC(=C3C2N1C[C@@]3(O)CC45CCC(CC4)(CO5)NCC=6C=CC7=C(N6)NCCN7)F	CHEMBL3425926	3.62		CHO	pIC50	inactive	patch	3637
CC(C)[C@@H]1C2=NC(=C(N2CCN1C(=O)CN)NC=3C=CC(=C(C3)Cl)F)C=4C=CC(=CC4)F	CHEMBL2058831	4.87		CHO	pIC50	intermediate	patch	3638
CC=1C=CC=C(N1)N2N=C(C(=CC2=O)C=3C=CC(=CC3)OC4CCN(CC4)C5CCC5)C	CHEMBL1945849	3.92		None	pIC50	inactive	patch	3639
CN1CCN(C2=C1C=CC(=N2)CNC34CCC(CC3)(OC4)C[C@@]5(CN6C(=O)C=CC7=C6C5=C(C=N7)F)O)C	CHEMBL3425929	4.51		CHO	pIC50	inactive	patch	3640
CC1=NN(C(=O)C=C1C=2C=CC(=CC2)OC3CCN(CC3)C4CCC4)C=5C=CC=CN5	CHEMBL1945848	3.92		None	pIC50	inactive	patch	3641
NC=1N=C(C=2SC(=CC2N1)C=3C=CC(=CC3)C(F)(F)F)NC4CCNCC4	CHEMBL3617353	6.05		CHO	pIC50	active	patch	3642
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CC=C(C3OC)OC)[C@@](O)(CCN(C)C)C=4C=CC=C5C4CCC5)C#N	CHEMBL4227161	6		None	pIC50	active	patch	3643
COC=1N=CC(=CC1F)C=2C=CC=C3C2C[C@@H](CO3)NC(=O)C=4C=CC(=NC4)OCC(F)(F)F	CHEMBL2069410	4.6		CHO	pIC50	inactive	patch	3644
CCOC=1C=C(C=C(N1)OC)[C@H](C=2C=C3C=C(C=CC3=CC2OC)Br)[C@@](O)(CCN(C)C)C=4C=CC=C5C4OC=C5	CHEMBL4227403	5.12		None	pIC50	intermediate	patch	3645
CC1(NCCC2=C1OC3=C2C=CC(=C3)S(=O)(=O)C=4C=CC=C(C4)F)C(F)F	CHEMBL1935597	3.92		None	pIC50	inactive	patch	3646
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CN=C(C3OC)OC)[C@@](O)(CCN(C)C)C=4C=CC=C5C4C=CO5)Br	CHEMBL4225899	6		None	pIC50	active	patch	3647
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CN=C(C3OC)OC)[C@@](O)(CCN(C)C)C4=CC=5C=CC=CC5O4)Br	CHEMBL4226688	6.1		None	pIC50	active	patch	3648
O=S(=O)(C=1C=CC=C(C1)F)C=2C=CC=3C4=C(OC3C2)C5(CCOCC5)NCC4	CHEMBL1935599	3.92		None	pIC50	inactive	patch	3649
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CC=C(C3)C)[C@@](O)(CCN(C)C)C=4C=CC=C5C4OCO5)C#N	CHEMBL4228918	6.52		None	pIC50	active	patch	3650
CC12CCC(C1(C)C)C(C2)NC(=O)[C@@H](CC3CCCCC3)NC(=O)N[C@@H](CCCCN)C(=O)O	CHEMBL3577447	3.92		CHO	pIC50	inactive	patch	3651
N#CC=1C(=NC=C2C1OCCO2)CNC34CCC(CC3)(OC4)C[C@@]5(CN6C(=O)C=CC7=C6C5=C(C=N7)F)O	CHEMBL3425813	3.62		CHO	pIC50	inactive	patch	3652
O=C(N1CCN(CC1)CC=2C=CC3=C(C2)OCO3)N4CCSC=5C=CC=CC5C4	CHEMBL3909873	5.36		HEK293	pIC50	intermediate	patch	3653
CC1(NC(=O)CN2C1=NC(=C2NC=3C=CC(=C(C3)Cl)F)C=4C=CC(=CC4)F)C	CHEMBL2058843	3.92		CHO	pIC50	inactive	patch	3654
CC1=NC=2N=CC(=CC2C(=O)N1C[C@H]3CCCN(C3)C(C)C)OC=4C=CC(=CC4)F	CHEMBL1956989	5.51		None	pIC50	intermediate	patch	3655
CC1=NC=2C=CC(=NC2C(=O)N1C[C@H]3CCCN(C3)C(C)C)OC=4C=CC(=C5C4N=CC=C5)F	CHEMBL1956996	6.89		None	pIC50	active	patch	3656
CC=1ON=C(C1C)C(=O)N2[C@H]3CC[C@@H]2C[C@@H](C3)NC4=CC(=O)N(C5=C4N=CC=N5)C	CHEMBL3291066	3.88		None	pIC50	inactive	patch	3657
CN[C@H]1CC[C@H](CC1)N2CCC3=C2C=C(C=C3)NC(=N)C4=CC=CS4	CHEMBL1956107	4.89		HEK293	pIC50	intermediate	patch	3658
CC(=O)C1=NN(/C(=C\2/S/C(=N\C=3N=C(C=C(C3C#N)C=4C=CC=CC4)C=5C=CC=CC5)/N(C2=O)C=6C=CC=CC6)/S1)C=7C=CC=CC7	CHEMBL3408394	5.24		HEK293	pIC50	intermediate	patch	3659
CCN[C@H]1CCN(C1)CC(=O)NC=2C=C(N=C(N2)C3=CC=C(O3)C)N4N=C(C=C4C)C	CHEMBL409229	6.38		HEK293	pIC50	active	patch	3660
CC=1C=C(N(N1)C=2C=C(N=C(N2)C3=CC=C(O3)C)NC(=O)CN4CCCN(CC4)C)C	CHEMBL409419	6.55		HEK293	pIC50	active	patch	3661
FC=1C=CC=2C(=NOC2C1)C3CCN(CC3)CCCOC=4C=CC(=CC4)C5=NC=6C=CC=CC6O5	CHEMBL3634813	5.42		HEK293	pIC50	intermediate	patch	3662
CCOC[C@]12CC=3C=NN(C3C=C1CCN(C2)S(=O)(=O)C=4C=CC(=CC4)C(F)(F)F)C=5C=CC(=CC5)F	CHEMBL271220	6.1		None	pIC50	active	patch	3663
O=C1N[C@@H]([C@H](O1)C=2C=C(C=CC2F)F)C=3C=NC=C(C3)C#CC=4C=CC=CC4	CHEMBL3804846	5.44		None	pIC50	intermediate	patch	3664
CC(=O)C1=NN(/C(=N/C=2N=C(C=C(C2C#N)C=3C=CC=CC3)C=4C=CC=CC4)/S1)C=5C=CC=CC5	CHEMBL3408383	4.49		HEK293	pIC50	inactive	patch	3665
CCOC(=O)C1=NN(/C(=N/C=2N=C(C=C(C2C#N)C=3C=CC=CC3)C=4C=CC=CC4)/S1)C=5C=CC(=CC5)Cl	CHEMBL3408389	5.08		HEK293	pIC50	intermediate	patch	3666
N#CC=1C(=CC(=NC1/N=C/2\SC=C(N2C=3C=CC=CC3)C=4C=CC=CC4)C=5C=CC=CC5)C=6C=CC=CC6	CHEMBL3408392	5.17		HEK293	pIC50	intermediate	patch	3667
CN1CC[C@H](C1)N(CC=2C=CC=CC2C(F)(F)F)C=3C=CC(=C(C3)Cl)C#N	CHEMBL563341	6.11		None	pIC50	active	patch	3668
CN1C[C@H](CC1=O)N(CC=2C=CC=CC2F)C=3C=CC(=C(C3)Cl)C#N	CHEMBL563283	5.19		None	pIC50	intermediate	patch	3669
COC=1C=C(C=C(C1OC)OC)CN2CCN(CC2)CCCCCC(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F	CHEMBL2031958	6.4		HEK293	pIC50	active	patch	3670
CC(C)(C)C=1C=C(C=C(C1)C(C)(C)C)C(=O)NCC2CCN(C2)C(=O)CCCCC(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F	CHEMBL2031976	5.55		HEK293	pIC50	intermediate	patch	3671
C[C@H](C1=C(CC2=C1C=CC=C2)CCN(C)C)C=3C=CC=CN3	CHEMBL564226	6.05	dimetindene	HEK293	pIC50	active	patch	3672
C[C@@H](C=1C=CC=CN1)C2=C(SC3=C2C=CC=C3)CCN(C)C	CHEMBL564144	5.85		HEK293	pIC50	intermediate	patch	3673
C[S+]([O-])C=1C=CC(=CC1)C2=CN=C3N2N=C(C=C3)C=4C=CC=C(C4)S(=O)(=O)C	CHEMBL3355629	5.4		None	pIC50	intermediate	patch	3674
CC(C)CC1=CC(=NN1C=2C=CC=CC2)CNC(=O)C3C4C3CN(C4)CC=5C=CC=CC5	CHEMBL4560282	5.84		CHO-K1	pIC50	intermediate	patch	3675
CC(C)CC1=CC(=NN1C=2C=CC=CC2)CNC(=O)C3C4C3CN(C4)C(=O)CC=5C=CC=CC5	CHEMBL4451905	4.68		CHO-K1	pIC50	intermediate	patch	3676
CC(C(=O)O)C=1C=CC(=CC1)CN2CCC(CC2)COC(=O)C3=C4N(C5=C3C=CC=C5)CCCO4	CHEMBL3329813	4.6		HEK293	pIC50	inactive	patch	3677
COC=1C=CC(=CC1)N2C=NC=3C(=CSC3C2=O)C=4C=CC=CC4	CHEMBL3330811	4.97		CHO-K1	pIC50	intermediate	patch	3678
CS(=O)(=O)C=1C=CC(=CC1)C=2C=NN3C2C=C(C=C3)C=4C=CC=C(C4)S(=O)(=O)C5CC5	CHEMBL3628220	5.85		None	pIC50	intermediate	patch	3679
CNC(=O)C=1C=CC(=CC1)C=2C=CC3=C(C2)CCN(C3=O)CCN4CCCC4	CHEMBL2031868	4.54		None	pIC50	inactive	patch	3680
CN1C=C(C=N1)C2=NC3=C(C=NN3C=C2OCCC(C)(C)O)C=4C=CN=C(C4)OC5CC5	CHEMBL4751832	4.64		HEK293	pIC50	intermediate	patch	3681
CN(C)C(=O)C=1C=CC(=C(C1)F)C=2C=CC3=C(C2)CCN(C3=O)CCN4CCCC4	CHEMBL2031882	4.49		None	pIC50	inactive	patch	3682
CCOC(=O)N1CCC(CC1)CN2CCC3(CC2)CC(=O)N(C4=C3C=CC=N4)C	CHEMBL2407173	5.6		None	pIC50	intermediate	patch	3683
CC(=O)NC[C@@H]1OC(=O)N2[C@H]1COC3=C2C=C(C(=C3)N4CCSCC4)F	CHEMBL4791225	3.92		HEK293	pIC50	inactive	patch	3684
CCOC(=O)N1CCC(CC1)CN2CCC3(CC2)CC(=O)NC4=C3C=CC=N4	CHEMBL2407172	5.55		None	pIC50	intermediate	patch	3685
CC(=O)NC[C@@H]1OC(=O)N2[C@H]1COC3=C2C=C(C(=C3)N4CC[S+](CC4)[O-])F	CHEMBL4788708	3.92		HEK293	pIC50	inactive	patch	3686
NC=1N=CC(=CC1C=2C=CC(=NC2)C(F)(F)F)C=3C=CC(=CC3)C(=O)N4CCOCC4	CHEMBL2181488	4.69		lung	pIC50	intermediate	patch	3687
O=S(=O)(C=1C=CC=C(C1)C=2C=CC3=NC=C(N3N2)C=4C=CC(=CC4)C5=NN=NN5)C6CC6	CHEMBL3355636	3.88		None	pIC50	inactive	patch	3688
NC(=O)CNC[C@H]1CC[C@]2(CC1)OO[C@]3(O2)C4CC5CC(C4)CC3C5	CHEMBL233781	5.57		None	pIC50	intermediate	patch	3689
O=C(O)C1CN(C1)CC=2C=CC(=CC2)C3=NOC(=N3)C=4ON=C(C4C(F)(F)F)C=5C=CC=CC5	CHEMBL3794064	4.74		None	pIC50	intermediate	patch	3690
OCC[C@@]1(CCCNC1)C2=CC=3C=CC=CC3O2	CHEMBL2321993	3.88		CHO-K1	pIC50	inactive	patch	3691
CC(=O)NC=1C=CC=C(C1)N2CCN(CC2)CCCCN(C)S(=O)(=O)CC(C)C	CHEMBL207478	5.66		HEK293	pIC50	intermediate	patch	3692
CC(=O)NC=1C=CC=C(C1)N2CCN(CC2)CC3CCN(CC3)S(=O)(=O)CC4CCCCC4	CHEMBL211012	5.7		HEK293	pIC50	intermediate	patch	3693
CC=1C=C(C=C(C1C#N)C)CN2C[C@@H]([C@@H](C2)C(=O)C3CCC[C@H]3C#N)N	CHEMBL399791	4.54		None	pIC50	inactive	patch	3694
C[C@H]1CN(C[C@H](O1)C)C(=O)C=2C=CN=C(C2)NC3=NC=4C=NC(=CC4N3)NC=5C=CC(=C(C5)C(F)(F)F)F	CHEMBL4447741	5.28		None	pIC50	intermediate	patch	3695
NC=1N=CC(=NC1C=2C=CC(=CC2)C(F)(F)F)C=3C=CC(=CC3)C(=O)N4CC[C@H](C4)O	CHEMBL4787608	3.88		None	pIC50	inactive	patch	3696
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3913607	6.72		HEK293	pIC50	active	patch	3697
CN1CC=2C=CC=CC2[C@@H](N=C1CCC=3C=CC(=CC3)NS(=O)(=O)C)C=4C=CC(=CC4F)F	CHEMBL1788304	4.07		None	pIC50	inactive	patch	3698
CC=1N=COC1C2=NN=C(N2C)SCCN3CC[C@@]4(C3)C[C@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3954568	6.5		HEK293	pIC50	active	patch	3699
C[C@H](CO)OC[C@H](OC=1N=CN=C2C1C=NN2C=3N=CC=CC3Cl)C(=O)NC=4C=CC(=CN4)F	CHEMBL3221513	3.4		None	pIC50	inactive	patch	3700
CC=1N=COC1C2=NN=C(N2C)SCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3936812	6.28		HEK293	pIC50	active	patch	3701
O=C(NC=1C=CC=CN1)[C@H](CN2CC(C2)O)OC=3N=CN=C4C3C=NN4C=5C=CC=CC5Cl	CHEMBL3221518	3.4		None	pIC50	inactive	patch	3702
CC=1N=CSC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3923578	6.1		HEK293	pIC50	active	patch	3703
CN1C(=NN=C1C=2C=CC=C(C2)C(=O)N)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3970323	5.55		HEK293	pIC50	intermediate	patch	3704
CC=1C=C(C=C(C1OC(C)(C)C(=O)O)C)CC=2C=C(ON2)C=3C=CC(=CC3)Br	CHEMBL4470753	3.92		CHO-K1	pIC50	inactive	patch	3705
CN1C(=NN=C1C=2C=CC(=CC2)C3=NC=CO3)SCCCN4CC[C@@]5(C4)C[C@@H]5C=6C=CC(=CC6)C(F)(F)F	CHEMBL3941818	6.82		HEK293	pIC50	active	patch	3706
COC=1C=CC=CC1C2=CC=3C(=NC=NC3N2)N[C@H](CO)C=4C=CC=CC4	CHEMBL4783569	4		CHO	pIC50	inactive	patch	3707
CN1C(=NN=C1C=2C=CC=CN2)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F	CHEMBL3946901	6.69		HEK293	pIC50	active	patch	3708
O=C(NC=1N=C2C=CC=C(N2N1)C=3C=CC(=CC3)CN4CCS(=O)(=O)CC4)C5CC5	CHEMBL3301607	4.07	filgotinib	HEK293	pIC50	inactive	patch	3709
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CC=CC3)[C@@](O)(CCN(C)C)C=4C=CC=5OC=CC5C4)Br	CHEMBL4226478	6.4		None	pIC50	active	patch	3710
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CN=C(C3OC)OC)[C@@](O)(CCN(C)C)C=4C=CC=5OC=CC5C4)Br	CHEMBL4226743	6.22		None	pIC50	active	patch	3711
COC=1C=C2C=CC(=CC2=CC1[C@@H](C=3C=CC=C(C3)F)[C@@](O)(CCN(C)C)C4=CC=5C=CC=CC5O4)C#N	CHEMBL4227540	6.05		None	pIC50	active	patch	3712
CC(C)OC=1C=C(C=CC1F)[C@@](CC=2C=CC=CC2)(NCC(O)C(O)(C(F)(F)F)C(F)(F)F)C=3C=C(C=C(C3)OC(F)(F)C(F)F)F	CHEMBL4552555	4.92		HEK293	pIC50	intermediate	patch	3713
O=C(NC=1C=CC(=CC1)OC(F)(F)Cl)C=2C=NC(=C(C2)C=3C=NC=NC3)N4CC[C@H](C4)O	CHEMBL4110570	5.52		None	pIC50	intermediate	patch	3714
CC=1C=C(C=CN1)N2C=C3C(=N2)CN(C3)C(=O)C=4C=C(C=CC4OC(C)C)C#N	CHEMBL4207171	5		CHO	pIC50	intermediate	patch	3715
CC1(C2=C3CC4C5=[N+](CCC4OC3CCN2C6=C1C=C(C=C6)CC(=O)NCCCCCCN(CCOC=7C=CC(=CC7)NS(=O)(=O)C)CCC=8C=CC(=CC8)NS(=O)(=O)C)C=9C=CC(=CC9C5(C)C)S(=O)(=O)O)C	CHEMBL227000	6.51		HEK293	pIC50	active	patch	3716
N[C@H]1CN(C(=O)[C@H]1C(=O)N2CCCC2)C(=O)C=3C=NC=4C=CC=CC4N3	CHEMBL428936	2.92		None	pIC50	inactive	patch	3717
CC1=NN=C(N1[C@H]2C[C@@H]3CC[C@H](C2)N3CC[C@H](NC(=O)C4CCC(CC4)(F)F)C5=CC=CS5)C(C)C	CHEMBL4244935	5.46		CHO	pIC50	intermediate	patch	3718
N#CC=1C=CC2=NN=C(N2C1)C(=O)N3CCC(CC3)C=4C=CC=C(C4C(F)(F)F)F	CHEMBL3954871	3.92		HEK293	pIC50	inactive	patch	3719
FCC[C@@H]1CC=2C=CC=CC2C3(O1)CCC(CC3)N4CCN(CC4)C5CCCCC5	CHEMBL4170683	5.58		CHO	pIC50	intermediate	patch	3720
C[C@H]1COC=2C(=C(C=C3C2N1C=C(C3=O)C(=O)O)F)N4CCN(CC4)C	CHEMBL33	1.7	levofloxacin	None	pIC50	inactive	patch	3721
CNC(=O)C=1N=NC=2C=CC(=CC2C1N[C@@H](C)C3CCOCC3)C=4C=CC(=NC4)OCCCN(C)C	CHEMBL4218854	4.82		None	pIC50	intermediate	patch	3722
COC=1C=CC(=CC1)NC(=O)N2CCN(CC2)C=3N=C(N=C4C3N=C(S4)C=5C=CC=CC5)N	CHEMBL4210308	5.77		None	pIC50	intermediate	patch	3723
COC=1C=C(C=C(C1OC)OC)C=2C=NC=C(C2C)C=3C=CC(=CC3)OC4CCNCC4	CHEMBL4648102	5.09		HEK293	pIC50	intermediate	patch	3724
COC=1C=CC(=CN1)C=2C=C(C=NC2N)C=3C=CC(=CC3)C(=O)N4CCN(CC4)C	CHEMBL2181486	4.69		lung	pIC50	intermediate	patch	3725
COC=1C=CC(=CN1)C=2C=C(C=NC2N)C=3C=CC(=CC3)S(=O)(=O)N4CCN(CC4)C	CHEMBL2181497	4.98		lung	pIC50	intermediate	patch	3726
NC(C(=O)N[C@@](CC=1C=CC=CC1)(C=2C=C(C=C(C2)OC(F)(F)C(F)F)F)C=3C=CC(=CN3)Cl)C(O)(C(F)(F)F)C(F)(F)F	CHEMBL4448253	3.5		HEK293	pIC50	inactive	patch	3727
CC=1C=CC(=CC1)/C=C/CN(C)CC=2C=CC3=C(C2)OCCC3	CHEMBL4090758	5.42		None	pIC50	intermediate	patch	3728
CC(C)OC=1C=C(C=CC1F)[C@@](CC=2C=CC=CC2)(NCC(N)C(O)(C(F)(F)F)C(F)(F)F)C=3C=C(C=C(C3)OC(F)(F)C(F)F)F	CHEMBL4468692	3.5		HEK293	pIC50	inactive	patch	3729
CNC(=O)C=1C=NC(=C(C1)O[C@H]2CN(CC2(F)F)C(=O)CC=3C=CC(=CC3)OC(F)(F)F)N	CHEMBL4207042	4.06		None	pIC50	inactive	patch	3730
NC(C(=O)N[C@@](CC=1C=CC=CC1)(C=2C=C(C=C(C2)OC(F)(F)C(F)F)F)C=3C=CC(=C(C3)OC4CC4)F)C(O)(C(F)(F)F)C(F)(F)F	CHEMBL4574163	3.5		HEK293	pIC50	inactive	patch	3731
C[C@@H]1CCCN1CCC=2C=CC(=CC2)C=3C=CC(=CC3)S(=O)(=O)CC4CCOCC4	CHEMBL1934525	5.51		None	pIC50	intermediate	patch	3732
CC=1C(=CC=C2C1COC2=O)[C@@H](O)CN3CCC4(CC3)CCN(C4)C=5C=CC(=CN5)S(=O)(=O)C	CHEMBL4098260	4.93		HEK293	pIC50	intermediate	patch	3733
CC(=O)NC=1C=CC=C(C1)C2CCN(CC2)CC=3C=CC(=CC3)C(=O)C4=NC=5C=CC=CC5N4C=6C=CC(=CC6)F	CHEMBL3218997	5.71		HEK293	pIC50	intermediate	patch	3734
N[C@H]1CCN(C1)C=2C=C3C(=CC2F)N4N=CN=C4C(=O)N3C5CC5	CHEMBL4218256	3.92		CHO	pIC50	inactive	patch	3735
O=C(CN1C=C(C=N1)NC=2N=NC=C3C2C=CC(=C3)OCCCN4CCC[C@@H]4CO)NC=5C=CC=C(C5F)F	CHEMBL253968	3.4		None	pIC50	inactive	patch	3736
CC(=O)NC=1C=C(C=NC1C)NC=2C=C(N3N=CC(=C3N2)C#N)NC4CC4	CHEMBL2407112	3.88		CHO	pIC50	inactive	patch	3737
COC=1C=CC=CC1C2=NNC3=C2C(=NC(=N3)N[C@H]4CC[C@@H](CC4)NS(=O)(=O)CCC(F)(F)F)OC	CHEMBL4516798	4.76		None	pIC50	intermediate	patch	3738
CCN1CC2(CCN(CC2)CCC=3C=CC=CC3)OC(C1=O)C	CHEMBL4755446	5.51		CHO	pIC50	intermediate	patch	3739
CC=1C=C(C=C(C1OC=2N=C(N=C3C2SC=C3)NC4CCN(CC4)CC=5C=CC(=CC5)S(=O)(=O)N)C)/C=C/C#N	CHEMBL4094163	6.73		HEK293	pIC50	active	patch	3740
CC(C)(C)C1=CC(=NO1)NC(=O)CC=2C=CC(=CC2)N3C=NC4=C3C=CC(=C4)C=5C=CC(=CC5)S(=O)(=O)C	CHEMBL4473213	5.12		HEK293	pIC50	intermediate	patch	3741
CCC1=C(NC(=O)C2=C1SNC2=O)C=3C=CC(=CC3)N4CCC(C4)N(C)C	CHEMBL4526887	4.7		None	pIC50	intermediate	patch	3742
CC(C)(CO)CN1N=C(C(=C1N)C(=O)N)C=2C=CC=3C=C(C=CC3C2)OC4CC4	CHEMBL4751724	4.91		None	pIC50	intermediate	patch	3743
COC=1C=CC(=C(N1)C)NC(=O)N2CCN([C@H](C2)C)C=3N=C(N=C4C3N=CS4)N	CHEMBL4207928	3.92		None	pIC50	inactive	patch	3744
C[C@H](C1=C(CC2=C1C=CC=C2)CCN(C)C)C3=NC=CS3	CHEMBL1092598	5.43		None	pIC50	intermediate	patch	3745
CC=1C=C(N=C(N1)N2N=CC=N2)NC=3C=C(C=NC3C(=O)N)N[C@@H]4CCCC[C@@H]4N	CHEMBL3415598	4.36		kidney	pIC50	inactive	patch	3746
CCN1N=C(C=C1NC2=NC(=CS2)C=3C=CC(=C(C3)F)N4C=NC(=C4)C)C(C)(C)C	CHEMBL4438330	3.92		HEK293	pIC50	inactive	patch	3747
CN1C(=NN=C1C=2C=CC=CN2)SCCCN3CC4CCN(C4C3)C=5C=CC=CC5C(F)(F)F	CHEMBL3775408	6.2		HEK293	pIC50	active	patch	3748
CC(C)N(C)CC=1C=CC=C(C1CNC=2C=C(C(=C(C2)F)S(=O)(=O)NC3=CSC=N3)F)F	CHEMBL4435054	3.92		HEK293	pIC50	inactive	patch	3749
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC4CCN(C4C3)C=5C=CC=CC5OC(F)(F)F	CHEMBL3775872	6.2		HEK293	pIC50	active	patch	3750
CC=1N=COC1C2=NN=C(N2C)SCCCN3CC4CCN(C4C3)C=5C(=CC=CC5F)F	CHEMBL3775967	6		HEK293	pIC50	active	patch	3751
CC=1C=CC(=CC1)CN2CC[C@H](C2=O)N3CC[C@@H]([C@H](C3)F)C=4C=CC(=CC4)O	CHEMBL4115649	3.92		HEK293	pIC50	inactive	patch	3752
CN1C(=NN=C1C=2C=CC=CN2)SCCCN3CC4CCN(C4C3)C=5C=CC(=CC5)C(F)(F)F	CHEMBL3775554	6.8		HEK293	pIC50	active	patch	3753
CN1C(=NN=C1C=2C=NC=CN2)SCCCN3CC4CCN(C4C3)C=5C=CC(=CC5F)F	CHEMBL3774591	6.1		HEK293	pIC50	active	patch	3754
CC(=C1CCN(CC1)C=2C=CC(=CC2F)N3C[C@@H](OC3=O)CN4C=C(N=N4)F)C#N	CHEMBL2324520	4.68		None	pIC50	intermediate	patch	3755
CN(C/C=C/C=1C=CC(=CC1)C(F)(F)F)CC=2C=CC3=C(C2)CCCC3	CHEMBL3828585	5.85		None	pIC50	intermediate	patch	3756
COC=1C=CC(=C(C1)F)/C=C/CN(C)CC=2C=CC3=C(C2)OCCC3	CHEMBL4103161	5.51		None	pIC50	intermediate	patch	3757
CN(C/C=C/C=1C=CC(=CC1)C(F)F)CC=2C=CC3=C(C2)CCO3	CHEMBL4078841	5.89		None	pIC50	intermediate	patch	3758
CC(C)(C)C=1C=CC(=CC1)C(O)CCCN2CCC(CC2)C(O)(C=3C=CC=CC3)C=4C=CC=CC4	CHEMBL17157	7.07	terfenadine	HEK293	pIC50	active	patch	3759
COC(=O)C1=C(NC(=C(C1C=2C=CC=C(C2)[N+](=O)[O-])C(=O)NC[C@H]3CCN(C3)CCC=4C=CC(=C(C4)C(F)(F)F)C)C)C	CHEMBL4561491	5.57		None	pIC50	intermediate	patch	3760
CNC(=O)C=1C=NC(=CC1NC=2C=CC=C(C2OC)C=3N=CN(N3)C)NC=4C=C(N=C(N4)C)C	CHEMBL4580625	3.5		None	pIC50	inactive	patch	3761
COC=1C=CC(=CC1)CCN2C(=O)N(CC2C=3C=CC(=CC3)C4CC4)NS(=O)(=O)C	CHEMBL583254	5.08		None	pIC50	intermediate	patch	3762
COC=1C=CC(=CC1)CCN2C(=O)N(C[C@@H]2C=3C=CC(=CC3)OC)NS(=O)(=O)C	CHEMBL569184	4.57		None	pIC50	inactive	patch	3763
CC(C)C=1C=C(ON1)C(=O)NC[C@H]2CCN(C2)CCC=3C=CC(=CC3)C(F)(F)F	CHEMBL4467412	6.39		None	pIC50	active	patch	3764
N#CCCN1C(=O)C=2C=CC=CC2C1C(=O)NCC=3C=CC(=CC3)OC(F)(F)F	CHEMBL2164381	4.59		CHO-K1	pIC50	inactive	patch	3765
COC=1C=CC(=CC1)CCN2C(=O)N(C[C@@H]2C=3C=CC(=CC3)OC)NS(=O)(=O)CC#N	CHEMBL570815	4.48		None	pIC50	inactive	patch	3766
O=C(NCC=1C=CC(=CC1)OC(F)(F)F)C2C=3C=CC=CC3C(=O)N2C4CCOCC4	CHEMBL2164371	3.88		CHO-K1	pIC50	inactive	patch	3767
CC=1N=C(C=CC1C2=NN=C(N2C)SCCCN3CC[C@@]4(C3)C[C@@H]4C=5C=CC(=CC5)C(F)(F)F)C(=O)N	CHEMBL3941520	5.56		HEK293	pIC50	intermediate	patch	3768
CCOC=1C=C(C=CC1OC)CN2CCC(CC2)NC3=NC=4C=C(C=CC4O3)S(=O)(=O)N	CHEMBL393718	5.46		CHO	pIC50	intermediate	patch	3769
OC(C=1C=CC=CC1)(C=2C=CC=CC2)C3CCNCC3	CHEMBL127508	3.4	azacyclonol	L929	pIC50	inactive	patch	3770
FC=1C=CC=C(C1)OC(CC2CNC2)C=3C=CC(=C(C3)F)Cl	CHEMBL3310485	5.84		CHO-K1	pIC50	intermediate	patch	3771
CN(C)CCCOC=1C=CC(=CN1)C=2C=CC=3N=CC4=C(C3C2)N(C(=O)N4C)C5CCOCC5	CHEMBL3960662	3.88		None	pIC50	inactive	patch	3772
CC1=NC=2C=CC(=NC2C(=O)N1C[C@H]3CCCN(C3)C(C)C)OC=4C=CC(=CC4)F	CHEMBL1956988	5.49		None	pIC50	intermediate	patch	3773
CC1=NC=2C=CC(=NC2C(=O)N1C[C@H]3CCCN(C3)C(C)C)OC=4C=CC(=CC4F)Cl	CHEMBL1956991	5.89		None	pIC50	intermediate	patch	3774
